date,author,start_price,end_price,year,tech,decade,dimension,technique,category
2012,Eduard Wiiralt,1600.0,2250.0,1943.0,kuivnõel ,1940.0,157950.0,kuivnõel,Sügavtrükk
2012,Eerik Haamer,17000.0,17000.0,1953.0,õli lõuend ,1950.0,9472.0,õli lõuend,Õlimaal
2012,Vladimir Bogatkin,310.0,310.0,1954.0,litograafia km,1950.0,500.0,litograafia,Lametrükk
2012,Ülo Sooster,18000.0,21800.0,1961.0,õli papp ,1960.0,21725.0,õli papp,Õlimaal
2012,Elmar Kits,1500.0,2100.0,1967.0,õli tempera kartong ,1960.0,32750.0,tempera,Muu maalitehnika
2012,Edgar Valter,755.0,755.0,1969.0,õli papp ,1960.0,990.0,õli papp,Õlimaal
2012,Edgar Valter,2400.0,2400.0,1970.0,õli metall (kükapi uks) ,1970.0,596075.0,õli,Õlimaal
2012,Kalju Nagel,880.0,880.0,1971.0,õli tempera masoniit ,1970.0,32436.0,tempera,Muu maalitehnika
2012,Peeter Mudist,1460.0,1460.0,1973.0,õli papp ,1970.0,1428.0,õli papp,Õlimaal
2012,Efraim Allsalu,880.0,1025.0,1989.0,õli vineer ,1980.0,273980.0,õli vineer,Õlimaal
2013,Amandus Adamson,4300.0,4300.0,1910.0,õli lõuend vineeril ,1910.0,105325.0,õli vineer,Õlimaal
2013,Nikolai Triik,5200.0,5200.0,1905.0,õli lõuend vm,1900.0,73216.0,õli lõuend,Õlimaal
2013,Boris Ottenberg,750.0,750.0,1933.0,õli lõuend ,1930.0,29750.0,õli lõuend,Õlimaal
2013,Richard Sagrits,3400.0,3400.0,1933.0,õli lõuend ,1930.0,571875.0,õli lõuend,Õlimaal
2013,Eduard Wiiralt,2700.0,2700.0,1937.0,akvatinta ,1930.0,196020.0,akvatinta,Sügavtrükk
2013,Arkadio Laigo,675.0,675.0,1937.0,puulõige km,1930.0,59360.0,puugravüür,Kõrgtrükk
2013,Aarne Miikmaa,1500.0,1500.0,1937.0,pastell paber ,1930.0,3024.0,pastell,Muu maalitehnika
2013,Eduard Wiiralt,2300.0,2300.0,1939.0,ofort kuivnõel ,1930.0,23700.0,kuivnõel,Sügavtrükk
2013,Nikolai Kummits,2500.0,2500.0,1943.0,õli vineer ,1940.0,1584.0,õli vineer,Õlimaal
2013,Endel Kõks,3400.0,3400.0,1943.0,õli vineer ,1940.0,2304.0,õli vineer,Õlimaal
2013,Richard Uutmaa,4300.0,6800.0,1943.0,õli lõuend ,1940.0,6300.0,õli lõuend,Õlimaal
2013,Eerik Haamer,3400.0,4300.0,1948.0,õli lõuend ,1940.0,605875.0,õli lõuend,Õlimaal
2013,Endel Kõks,2500.0,2500.0,1951.0,õli lõuend ,1950.0,25575.0,õli lõuend,Õlimaal
2013,Richard Uutmaa,1800.0,2050.0,1953.0,õli lõuend ,1950.0,344025.0,õli lõuend,Õlimaal
2013,Endel Kõks,400.0,725.0,1955.0,vitrograafia ,1950.0,46375.0,vitrograafia,Sügavtrükk
2013,Lepo Mikko,2500.0,2500.0,1957.0,õli lõuend ,1950.0,56425.0,õli lõuend,Õlimaal
2013,Evald Okas,550.0,550.0,1957.0,ofort ,1950.0,34510.0,ofort,Sügavtrükk
2013,Richard Kaljo,420.0,420.0,1958.0,linoollõige km,1950.0,207045.0,linool,Kõrgtrükk
2013,Ott Kangilaski,400.0,400.0,1958.0,kuivnõel ,1950.0,162475.0,kuivnõel,Sügavtrükk
2013,Ott Kangilaski,250.0,250.0,1959.0,akvatinta km,1950.0,1102.0,akvatinta,Sügavtrükk
2013,Henn Roode,1500.0,1500.0,1959.0,õli papp ,1950.0,1632.0,õli papp,Õlimaal
2013,Voldemar Tank,750.0,750.0,1959.0,pastell vm,1950.0,21175.0,pastell,Muu maalitehnika
2013,Eerik Haamer,2500.0,3000.0,1959.0,süsi akvarell segatehnika paber ,1950.0,2976.0,segatehnika,Muu
2013,Raivo Korstnik,975.0,2550.0,1964.0,õli kartong ,1960.0,344025.0,õli,Õlimaal
2013,Henn Roode,1700.0,1700.0,1967.0,õli papp ,1960.0,21255.0,õli papp,Õlimaal
2013,Elmar Kits,2800.0,4000.0,1967.0,õli lõuend ,1960.0,63635.0,õli lõuend,Õlimaal
2013,Tõnis Vint,300.0,625.0,1967.0,värviline linoollõige km,1960.0,10720.0,linool,Kõrgtrükk
2013,Felix Randel,950.0,975.0,1968.0,õli papp ,1960.0,19800.0,õli papp,Õlimaal
2013,Rein Mets,2200.0,2200.0,1969.0,õli lõuend ,1960.0,11040.0,õli lõuend,Õlimaal
2013,Erich Pehap,550.0,550.0,1974.0,õli vineer ,1970.0,500.0,õli vineer,Õlimaal
2013,Kaljo Polli,950.0,950.0,1982.0,õli papp ,1980.0,3500.0,õli papp,Õlimaal
2013,Leonhard Lapin,1350.0,1500.0,1982.0,tušš värv pliiats km,1980.0,16680.0,pliiats,Joonistustehnika
2013,Jüri Palm,3700.0,3700.0,1995.0,õli lõuend ,1990.0,10850.0,õli lõuend,Õlimaal
2013,Konrad Mägi,2400.0,2400.0,1906.0,pliiats akvarell ,1900.0,825.0,akvarell,Muu maalitehnika
2013,Eduard Wiiralt,1500.0,3850.0,1917.0,tušš ,1910.0,260.0,tušš,Joonistustehnika
2013,Oskar Kallis,5800.0,13200.0,1918.0,pastell ,1910.0,21390.0,pastell,Muu maalitehnika
2013,August Jansen,1900.0,1900.0,1918.0,tempera papp ,1910.0,13275.0,tempera,Muu maalitehnika
2013,Eduard Wiiralt,2000.0,2000.0,1922.0,ofort kuivnõel ,1920.0,43400.0,kuivnõel,Sügavtrükk
2013,Peet Aren,7800.0,12600.0,1924.0,õli lõuend ,1920.0,5780.0,õli lõuend,Õlimaal
2013,Eduard Wiiralt,4300.0,4300.0,1931.0,ofort pl,1930.0,17710.0,ofort,Sügavtrükk
2013,Arkadio Laigo,1330.0,4100.0,1933.0,pastell paber ,1930.0,195822.0,pastell,Muu maalitehnika
2013,Nikolai Kull,1300.0,2200.0,1930.0,õli lõuend ,1930.0,28560.0,õli lõuend,Õlimaal
2013,Karin Luts,1200.0,1525.0,1945.0,guašš paber ,1940.0,220224.0,guašš,Muu maalitehnika
2013,Eerik Haamer,2100.0,2100.0,1946.0,õli masoniit ,1940.0,1288.0,õli masoniit,Õlimaal
2013,Efraim Allsalu,1200.0,3150.0,1948.0,õli lõuend ,1940.0,5100.0,õli lõuend,Õlimaal
2013,Eerik Haamer,2900.0,9600.0,1945.0,õli lõuend ,1940.0,42840.0,õli lõuend,Õlimaal
2013,Karl Burman (seenior),400.0,400.0,1950.0,akvarell ,1950.0,230.0,akvarell,Muu maalitehnika
2013,Richard Uutmaa,1600.0,1600.0,1953.0,õli kartong ,1950.0,3450.0,õli,Õlimaal
2013,Juhan Püttsepp,2500.0,3300.0,1955.0,õli lõuend ,1950.0,2475.0,õli lõuend,Õlimaal
2013,Maks Roosma,250.0,250.0,1956.0,kuivnõel ,1950.0,644.0,kuivnõel,Sügavtrükk
2013,Valve Janov,1200.0,1200.0,1960.0,õli papp vm,1960.0,15275.0,õli papp,Õlimaal
2013,Richard Uutmaa,1100.0,1100.0,1961.0,õli papp ,1960.0,156306.0,õli papp,Õlimaal
2013,Uno Roosvalt,2900.0,2900.0,1968.0,õli lõuend ,1960.0,12610.0,õli lõuend,Õlimaal
2013,Henn Roode,1700.0,1700.0,1971.0,õli kartong ,1970.0,2448.0,õli,Õlimaal
2013,Kristiina Kaasik,1250.0,1550.0,1986.0,õli lõuend ,1980.0,6500.0,õli lõuend,Õlimaal
2014,Jarõna Ilo,280.0,280.0,2007.0,süsi paber ,2000.0,6375.0,süsi,Joonistustehnika
2014,Nikolai Kormašov,960.0,1035.0,1957.0,õli masoniit ,1950.0,1620.0,õli masoniit,Õlimaal
2014,Leonhard Lapin,85.0,285.0,1974.0,siiditrükk ,1970.0,361.0,siiditrükk,Lametrükk
2014,Leonhard Lapin,85.0,285.0,1975.0,siiditrükk ,1970.0,361.0,siiditrükk,Lametrükk
2014,Tiit Pääsuke,1100.0,1150.0,2010.0,grafiit akrüül paber lõuend ,2010.0,2646.0,akrüül,Muu maalitehnika
2014,Mari Roosvalt,140.0,140.0,2007.0,õli lõuend kollaaž ,2000.0,594.0,kollaaž,Muu
2014,Mari Roosvalt,380.0,380.0,2010.0,õli lõuend segatehnika ,2010.0,2500.0,segatehnika,Muu
2014,Lembe Ruben,590.0,740.0,2013.0,linoollõige autoritehnika ,2010.0,9744.0,linool,Kõrgtrükk
2014,Julius Klever,12000.0,12000.0,1902.0,õli lõuend ,1900.0,48480.0,õli lõuend,Õlimaal
2014,Eduard Wiiralt,2100.0,2100.0,1931.0,kuivnõel ,1930.0,131532.0,kuivnõel,Sügavtrükk
2014,Hando Mugasto,1400.0,4050.0,1931.0,õli lõuend ,1930.0,2820.0,õli lõuend,Õlimaal
2014,Evald Okas,800.0,800.0,1939.0,õli lõuend ,1930.0,7350.0,õli lõuend,Õlimaal
2014,Kaarel Liimand,15700.0,17100.0,1939.0,õli lõuend ,1930.0,4307.0,õli lõuend,Õlimaal
2014,Roman Nyman,450.0,450.0,1944.0,värviline pliiats paber ,1940.0,87648.0,pliiats,Joonistustehnika
2014,August Pulst,1500.0,1500.0,1950.0,õli vineer ,1950.0,3828.0,õli vineer,Õlimaal
2014,Eerik Haamer,5350.0,9100.0,1953.0,õli lõuend ,1950.0,4824.0,õli lõuend,Õlimaal
2014,Richard Uutmaa,1475.0,1475.0,1956.0,õli kartong ,1950.0,17250.0,õli,Õlimaal
2014,Leili Muuga,800.0,800.0,1956.0,õli kartong ,1950.0,1666.0,õli,Õlimaal
2014,Agu Pihelga,2700.0,2700.0,1962.0,õli lõuend ,1960.0,8100.0,õli lõuend,Õlimaal
2014,Edgar Valter,1200.0,1200.0,1974.0,õli lõuend papil ,1970.0,34750.0,õli lõuend,Õlimaal
2014,Gori,1200.0,2500.0,1915.0,õli lõuend ,1910.0,3149.0,õli lõuend,Õlimaal
2014,Eduard Wiiralt,1650.0,1650.0,1925.0,värviline akvatinta ,1920.0,63434.0,akvatinta,Sügavtrükk
2014,Selma Loog,1800.0,2450.0,1935.0,õli lõuend ,1930.0,104075.0,õli lõuend,Õlimaal
2014,Aleksander Vardi,4000.0,4000.0,1940.0,õli papp ,1940.0,9477.0,õli papp,Õlimaal
2014,Peet Aren,1250.0,1600.0,1940.0,õli lõuend papil ,1940.0,1748.0,õli lõuend,Õlimaal
2014,Nigul Espe,1200.0,1600.0,1942.0,õli lõuend ,1940.0,2914.0,õli lõuend,Õlimaal
2014,Juhan Püttsepp,2500.0,2750.0,1944.0,õli vineer ,1940.0,6474.0,õli vineer,Õlimaal
2014,Eerik Haamer,3900.0,7100.0,1944.0,õli masoniit ,1940.0,4453.0,õli masoniit,Õlimaal
2014,Vladimir Bogatkin,900.0,900.0,1948.0,õli papp ,1940.0,950.0,õli papp,Õlimaal
2014,Richard Uutmaa,1750.0,2950.0,1955.0,õli lõuend ,1950.0,4860.0,õli lõuend,Õlimaal
2014,Valerian Loik,975.0,5600.0,1950.0,õli lõuend vineeril ,1950.0,334375.0,õli vineer,Õlimaal
2014,Richard Sagrits,1700.0,1700.0,1962.0,õli papp ,1960.0,34155.0,õli papp,Õlimaal
2014,Valve Janov,700.0,700.0,1963.0,guašš paber vm,1960.0,115425.0,guašš,Muu maalitehnika
2014,Ilmar Kimm,2200.0,3800.0,1964.0,õli lõuend ,1960.0,5265.0,õli lõuend,Õlimaal
2014,Elmar Kits,1300.0,1325.0,1966.0,tempera puitplaat (uksepaneel) ,1960.0,24430.0,tempera,Muu maalitehnika
2014,Richard Uutmaa,1400.0,1400.0,1967.0,õli papp ,1960.0,1584.0,õli papp,Õlimaal
2014,Valdur Ohakas,675.0,775.0,1967.0,õli kartong ,1960.0,16490.0,õli,Õlimaal
2014,Richard Sööt,960.0,1600.0,1970.0,segatehnika masoniit ,1970.0,5776.0,segatehnika,Muu
2014,Alfred Kongo,1100.0,1100.0,1980.0,tempera papp ,1980.0,244375.0,tempera,Muu maalitehnika
2014,Richard Sööt,800.0,1225.0,1983.0,õli lõuend ,1980.0,27755.0,õli lõuend,Õlimaal
2015,Ado Vabbe,1500.0,1725.0,1910.0,akvarell guašš kartong vm,1910.0,57525.0,akvarell,Muu maalitehnika
2015,Erich Leps,1800.0,2100.0,1925.0,õli lõuend ,1920.0,38610.0,õli lõuend,Õlimaal
2015,Konstantin Süvalo,3750.0,3750.0,1926.0,õli lõuend ,1920.0,50715.0,õli lõuend,Õlimaal
2015,Johannes Võerahansu,2500.0,2500.0,1926.0,akvarell vm,1920.0,26637.0,akvarell,Muu maalitehnika
2015,Johannes Võerahansu,2500.0,2500.0,1926.0,akvarell vm,1920.0,2368.0,akvarell,Muu maalitehnika
2015,Eduard Wiiralt,1300.0,1300.0,1929.0,akvatinta ,1920.0,6975.0,akvatinta,Sügavtrükk
2015,Johannes Võerahansu,1200.0,1525.0,1920.0,akvarell ,1920.0,146692.0,akvarell,Muu maalitehnika
2015,Andrew Winter,2000.0,2000.0,1920.0,õli lõuend papil ,1920.0,12505.0,õli lõuend,Õlimaal
2015,Aleksander Möldroo,1250.0,1250.0,1934.0,õli papp ,1930.0,162225.0,õli papp,Õlimaal
2015,Eduard Wiiralt,800.0,800.0,1936.0,puugravüür km,1930.0,19844.0,puugravüür,Kõrgtrükk
2015,Eduard Wiiralt,1950.0,1950.0,1937.0,linoolsügavtrükk ,1930.0,60515.0,linoolsügavtrükk,Sügavtrükk
2015,Ott Kangilaski,550.0,550.0,1938.0,puugravüür km,1930.0,47684.0,puugravüür,Kõrgtrükk
2015,Karl Pärsimägi,2250.0,2250.0,1930.0,õli paber ,1930.0,211225.0,õli paber,Õlimaal
2015,Elmar Kits,2200.0,2800.0,1941.0,õli lõuend ,1940.0,16530.0,õli lõuend,Õlimaal
2015,Johannes Võerahansu,2900.0,2900.0,1943.0,õli vineer ,1940.0,269346.0,õli vineer,Õlimaal
2015,Eduard Ole,1600.0,1600.0,1944.0,akvarell vm,1940.0,1288.0,akvarell,Muu maalitehnika
2015,Lepo Mikko,4200.0,4200.0,1947.0,õli vineer ,1940.0,6059.0,õli vineer,Õlimaal
2015,Andrei Jegorov,2500.0,2500.0,1940.0,tempera papp ,1940.0,20625.0,tempera,Muu maalitehnika
2015,Aino Bach,1500.0,1500.0,1959.0,pehmelakk ,1950.0,46648.0,pehmelakk,Lametrükk
2015,Linda Kits-Mägi,2700.0,3100.0,1950.0,õli lõuend ,1950.0,4380.0,õli lõuend,Õlimaal
2015,Richard Sagrits,2700.0,7600.0,1960.0,õli lõuend ,1960.0,3950.0,õli lõuend,Õlimaal
2015,Richard Uutmaa,3500.0,8500.0,1963.0,õli lõuend ,1960.0,64500.0,õli lõuend,Õlimaal
2015,Alo Hoidre,1750.0,1750.0,1964.0,segatehnika paber ,1960.0,3990.0,segatehnika,Muu
2015,Jüri Arrak,2900.0,2950.0,1966.0,õli lõuend ,1960.0,4636.0,õli lõuend,Õlimaal
2015,Sigrid Uiga,1900.0,1900.0,1967.0,õli lõuend ,1960.0,60075.0,õli lõuend,Õlimaal
2015,Olga Terri,3900.0,3900.0,1960.0,õli lõuend papp ,1960.0,34650.0,õli papp,Õlimaal
2015,Leonhard Lapin,1500.0,1725.0,1976.0,tušš guašš km,1970.0,165946.0,guašš,Muu maalitehnika
2015,Peeter Mudist,1600.0,3100.0,1980.0,akvarell segatehnika vm,1980.0,8184.0,segatehnika,Muu
2015,Epp-Maria Kokamägi,1300.0,1300.0,1984.0,akvarell segatehnika paber vm,1980.0,6776.0,segatehnika,Muu
2015,Tiit Pääsuke,3000.0,5500.0,1987.0,õli lõuend papil ,1980.0,3500.0,õli lõuend,Õlimaal
2015,Rein Tammik,2100.0,5100.0,2012.0,õli lõuend ,2010.0,8000.0,õli lõuend,Õlimaal
2015,Andrei Jegorov,1350.0,1350.0,1920.0,tempera guašš kartong ,1920.0,8125.0,tempera,Muu maalitehnika
2015,Boris Ottenberg,475.0,500.0,1933.0,õli papp ,1930.0,28710.0,õli papp,Õlimaal
2015,Richard Uutmaa,4100.0,4100.0,1934.0,õli lõuend ,1930.0,43180.0,õli lõuend,Õlimaal
2015,Viktor Turp,2000.0,2000.0,1946.0,õli vineer ,1940.0,86355.0,õli vineer,Õlimaal
2015,Richard Uutmaa,12000.0,12000.0,1961.0,õli lõuend ,1960.0,933699.0,õli lõuend,Õlimaal
2015,Henn Roode,6900.0,8300.0,1963.0,õli lõuend ,1960.0,138575.0,õli lõuend,Õlimaal
2015,Elmar Kits,5200.0,5200.0,1965.0,õli lõuend ,1960.0,7821.0,õli lõuend,Õlimaal
2015,Leili Muuga,675.0,675.0,1965.0,õli papp ,1960.0,12882.0,õli papp,Õlimaal
2015,Eerik Haamer,5000.0,5000.0,1960.0,õli lõuend ,1960.0,9016.0,õli lõuend,Õlimaal
2015,Richard Uutmaa,1600.0,1600.0,1972.0,õli papp ,1970.0,34055.0,õli papp,Õlimaal
2016,Amandus Adamson,5200.0,5200.0,1910.0,õli lõuend ,1910.0,147225.0,õli lõuend,Õlimaal
2016,Paul Burman,4500.0,4500.0,1910.0,guašš tempera kartong ,1910.0,22724.0,tempera,Muu maalitehnika
2016,Anatoli Kaigorodov,3000.0,3400.0,,tempera papp ,,5896.0,tempera,Muu maalitehnika
2016,Aleksander Kulkoff,1700.0,3100.0,1920.0,õli lõuend ,1920.0,63545.0,õli lõuend,Õlimaal
2016,Eduard Wiiralt,3900.0,4050.0,1926.0,puugravüür km,1920.0,7325.0,puugravüür,Kõrgtrükk
2016,Eduard Wiiralt,2400.0,2750.0,1930.0,akvatinta pehmelakk ,1930.0,9205.0,akvatinta,Sügavtrükk
2016,Nikolai Kull,2100.0,2100.0,1930.0,õli lõuend ,1930.0,52500.0,õli lõuend,Õlimaal
2016,Eduard Wiiralt,3000.0,4050.0,1937.0,pehmelakk ,1930.0,118604.0,pehmelakk,Lametrükk
2016,Kristjan Teder,2400.0,2400.0,1938.0,õli lõuend ,1930.0,5265.0,õli lõuend,Õlimaal
2016,Ann Audova,2000.0,2400.0,1930.0,õli vineer ,1930.0,166075.0,õli vineer,Õlimaal
2016,Karin Luts,3900.0,3900.0,1940.0,õli lõuend ,1940.0,4380.0,õli lõuend,Õlimaal
2016,Boris Ottenberg,1300.0,1300.0,1944.0,õli lõuend ,1940.0,49345.0,õli lõuend,Õlimaal
2016,Jaan Vahtra,1500.0,1500.0,1946.0,monotüüpia vm,1940.0,205425.0,monotüüpia,Lametrükk
2016,Richard Sagrits,2800.0,2800.0,1946.0,õli lõuend ,1940.0,2700.0,õli lõuend,Õlimaal
2016,Eerik Haamer,2950.0,3550.0,1953.0,õli lõuend ,1950.0,527275.0,õli lõuend,Õlimaal
2016,Gustav Mägi,950.0,950.0,1950.0,õli masoniit ,1950.0,25920.0,õli masoniit,Õlimaal
2016,Richard Sagrits,2400.0,2400.0,1958.0,õli lõuend ,1950.0,3650.0,õli lõuend,Õlimaal
2016,Karl Burman,1400.0,2150.0,1959.0,akvarell vm,1950.0,3825.0,akvarell,Muu maalitehnika
2016,Henn Roode,1500.0,1500.0,1960.0,õli vineer ,1960.0,2072.0,õli vineer,Õlimaal
2016,Richard Uutmaa,3400.0,3400.0,1960.0,õli lõuend ,1960.0,34750.0,õli lõuend,Õlimaal
2016,Eerik Haamer,3100.0,3100.0,1961.0,õli lõuend ,1960.0,50430.0,õli lõuend,Õlimaal
2016,Elmar Kits,2400.0,2400.0,1962.0,õli lõuend ,1960.0,484375.0,õli lõuend,Õlimaal
2016,Silvia Leitu,700.0,700.0,1965.0,akvarell vm,1960.0,28954.0,akvarell,Muu maalitehnika
2016,Richard Uutmaa,3400.0,3400.0,1967.0,õli lõuend ,1960.0,3312.0,õli lõuend,Õlimaal
2016,Valdur Ohakas,700.0,700.0,1960.0,monotüüpia segatehnika paber km,1960.0,7080.0,segatehnika,Muu
2016,Tiit Pääsuke,5700.0,5700.0,1995.0,õli akrüül lõuend ,1990.0,18000.0,akrüül,Muu maalitehnika
2016,Toomas Vint,2018.0,3500.0,2015.0,õli lõuend ,2010.0,4380.0,õli lõuend,Õlimaal
2016,Tiina Tammetalu,2018.0,2050.0,2005.0,akrüül õli lõuend ,2000.0,9500.0,akrüül,Muu maalitehnika
2016,(Lauri Sillak) Laurentsius,2018.0,2050.0,2016.0,õli akrüül lõuend ,2010.0,10000.0,akrüül,Muu maalitehnika
2016,Ivi Arrak,555.0,555.0,2011.0,akrüül lõuend ,2010.0,5000.0,akrüül,Muu maalitehnika
2016,Jaan Elken,4200.0,4200.0,2016.0,akrüül kolaaž lõuend ,2010.0,32000.0,akrüül,Muu maalitehnika
2016,Inge Kudisiim,310.0,360.0,2010.0,akrüül lõuend ,2010.0,2500.0,akrüül,Muu maalitehnika
2016,Inge Kudisiim,310.0,310.0,2011.0,akrüül lõuend ,2010.0,2530.0,akrüül,Muu maalitehnika
2016,Helle Lõhmus,700.0,700.0,2013.0,õli lõuend ,2010.0,12000.0,õli lõuend,Õlimaal
2016,Stina Murakas,1200.0,1200.0,2016.0,õli lõuend ,2010.0,80665.0,õli lõuend,Õlimaal
2016,Mall Nukke,690.0,690.0,2016.0,õli segatehnika lõuend ,2010.0,1600.0,segatehnika,Muu
2016,Jane Remm,560.0,560.0,2016.0,õli lõuend ,2010.0,6300.0,õli lõuend,Õlimaal
2016,Sven Saag,1450.0,1450.0,2015.0,õli masoniit ,2010.0,13176.0,õli masoniit,Õlimaal
2016,Anatoli Strahhov,1550.0,1550.0,2015.0,õli lõuend ,2010.0,8000.0,õli lõuend,Õlimaal
2016,Karl Alexander von Winkler,1200.0,1350.0,1906.0,akvarell vm,1900.0,170775.0,akvarell,Muu maalitehnika
2016,Eduard Wiiralt,1500.0,1500.0,1917.0,tušš paber km,1910.0,7571.0,tušš,Joonistustehnika
2016,Andrei Jegorov,1300.0,1300.0,1920.0,tempera papp ,1920.0,8925.0,tempera,Muu maalitehnika
2016,Peet Aren,3500.0,8000.0,1935.0,õli lõuend ,1930.0,8148.0,õli lõuend,Õlimaal
2016,Eduard Ole,1500.0,2750.0,1937.0,akvarell vm,1930.0,135366.0,akvarell,Muu maalitehnika
2016,Ants Murakin,2400.0,2400.0,1930.0,õli papp ,1930.0,396275.0,õli papp,Õlimaal
2016,Eduard Poland,1000.0,1400.0,1930.0,õli lõuend papil ,1930.0,11970.0,õli lõuend,Õlimaal
2016,Erich Pehap,650.0,800.0,1940.0,linoolsügavtrükk ,1940.0,134128.0,linoolsügavtrükk,Sügavtrükk
2016,Elmar Kits,1500.0,1500.0,1943.0,õli vineer ,1940.0,1260.0,õli vineer,Õlimaal
2016,Boris Ottenberg,950.0,950.0,1946.0,õli masoniit ,1940.0,2530.0,õli masoniit,Õlimaal
2016,Johannes Võerahansu,1400.0,1400.0,1952.0,õli vineer ,1950.0,1518.0,õli vineer,Õlimaal
2016,Richard Sagrits,2400.0,8200.0,1957.0,õli lõuend ,1950.0,4380.0,õli lõuend,Õlimaal
2016,Aino Bach,1300.0,1300.0,1959.0,pehmelakk ,1950.0,46648.0,pehmelakk,Lametrükk
2016,Richard Uutmaa,3600.0,10200.0,1960.0,õli lõuend ,1960.0,65325.0,õli lõuend,Õlimaal
2016,Kaljo Simson,950.0,950.0,1960.0,õli masoniit ,1960.0,48400.0,õli masoniit,Õlimaal
2016,Richard Uutmaa,2800.0,3650.0,1970.0,õli lõuend ,1970.0,6500.0,õli lõuend,Õlimaal
2016,Tiit Pääsuke,900.0,900.0,2003.0,õli lõuend ,2000.0,900.0,õli lõuend,Õlimaal
2016,Jüri Arrak,1100.0,1100.0,1983.0,süsi pastell paber ,1980.0,3500.0,pastell,Muu maalitehnika
2016,Jüri Arrak,1500.0,2200.0,1985.0,süsi paber ,1980.0,7000.0,süsi,Joonistustehnika
2016,Jüri Arrak,1100.0,1100.0,2004.0,tempera paber ,2000.0,4900.0,tempera,Muu maalitehnika
2017,Nikolai Triik,7600.0,7900.0,1905.0,õli lõuend ,1900.0,9350.0,õli lõuend,Õlimaal
2017,Oskar Kallis,4700.0,6000.0,1916.0,pastell paber vm,1910.0,15928.0,pastell,Muu maalitehnika
2017,Andrei Jegorov,3300.0,4350.0,1920.0,tempera guašš kartong ,1920.0,11275.0,tempera,Muu maalitehnika
2017,Eduard Wiiralt,5300.0,5300.0,1929.0,monotüüpia paber ,1920.0,6630.0,monotüüpia,Lametrükk
2017,Eduard Wiiralt,7000.0,7000.0,1930.0,ofort ,1930.0,182490.0,ofort,Sügavtrükk
2017,Eduard Wiiralt,6200.0,7500.0,1931.0,pruun tint paber ,1930.0,768.0,tint,Joonistustehnika
2017,Roman Nyman,4000.0,5300.0,1935.0,õli lõuend ,1930.0,1950.0,õli lõuend,Õlimaal
2017,Aino Bach,2100.0,2100.0,1938.0,kuivnõel akvatinta km,1930.0,12997.0,akvatinta,Sügavtrükk
2017,Aarne Miikmaa,1400.0,4450.0,1930.0,õli papp ,1930.0,31536.0,õli papp,Õlimaal
2017,Kaarel Liimand,17000.0,25800.0,1939.0,õli lõuend ,1930.0,5265.0,õli lõuend,Õlimaal
2017,Richard Uutmaa,6200.0,19300.0,1939.0,õli lõuend ,1930.0,8424.0,õli lõuend,Õlimaal
2017,Edmond Arnold Blumenfeldt,600.0,600.0,1942.0,akvarell ,1940.0,10070.0,akvarell,Muu maalitehnika
2017,Kristjan Teder,2400.0,2400.0,1942.0,õli lõuend ,1940.0,21525.0,õli lõuend,Õlimaal
2017,Endel Kõks,1800.0,1800.0,1944.0,monotüüpia ,1940.0,17255.0,monotüüpia,Lametrükk
2017,Richard Sagrits,3100.0,6400.0,1945.0,õli vineer ,1940.0,50240.0,õli vineer,Õlimaal
2017,Ann Audova,3500.0,4200.0,1941.0,õli lõuend papil km,1940.0,1551.0,õli lõuend,Õlimaal
2017,Eerik Haamer,5200.0,5200.0,1957.0,õli lõuend ,1950.0,82460.0,õli lõuend,Õlimaal
2017,Lepo Mikko,2200.0,3800.0,1960.0,õli lõuend ,1960.0,3650.0,õli lõuend,Õlimaal
2017,Olev Subbi,21000.0,21000.0,1962.0,õli lõuend ,1960.0,21063.0,õli lõuend,Õlimaal
2017,Elmar Kits,3800.0,4100.0,1963.0,õli lõuend ,1960.0,56700.0,õli lõuend,Õlimaal
2017,Richard Uutmaa,3800.0,4900.0,1971.0,õli lõuend ,1970.0,7300.0,õli lõuend,Õlimaal
2017,Jüri Arrak,3300.0,5000.0,1989.0,õli lõuend ,1980.0,3050.0,õli lõuend,Õlimaal
2017,Paul Allik,1100.0,2150.0,1990.0,õli lõuend ,1990.0,26085.0,õli lõuend,Õlimaal
2017,Evald Okas,2100.0,2100.0,1991.0,tušš akvarell ,1990.0,7500.0,akvarell,Muu maalitehnika
2017,Olev Subbi,4500.0,7400.0,1993.0,õli masoniit ,1990.0,10800.0,õli masoniit,Õlimaal
2017,Amandus Adamson,45000.0,57200.0,1903.0, ,1900.0,3535.0, ,
2017,Eduard Wiiralt,11900.0,13600.0,1931.0, km,1930.0,197408.0, ,
2017,Eduard Kutsar,1200.0,1200.0,1934.0, ,1930.0,118275.0, ,
2017,Eduard Rüga,400.0,550.0,1937.0, km,1930.0,47190.0, ,
2017,Günther Reindorff,750.0,750.0,1941.0, vm,1940.0,3744.0, ,
2017,Günther Reindorff,750.0,750.0,1941.0, vm,1940.0,3318.0, ,
2017,Jaan Vahtra,3400.0,4100.0,1943.0, ,1940.0,35100.0, ,
2017,Eduard Wiiralt,3900.0,3900.0,1943.0, ,1940.0,10816.0, ,
2017,Maximilian Maksolly,2700.0,3050.0,1940.0, ,1940.0,990975.0, ,
2017,Boris Ottenberg,650.0,1000.0,1946.0, ,1940.0,945.0, ,
2017,Richard Uutmaa,3850.0,3850.0,1951.0, ,1950.0,16830.0, ,
